634698363716203894;Color;150;165;130943;147;70
634698365284006648;Color;150;165;124776;207;22
634698371442796014;DepthMaskOnColor;150;165;58072;100;8
634698372126545215;DepthMaskOnColor;150;165;63579;119;0
634698374864974025;Depth;150;165;89132;166;2
634698376279584509;Depth;150;165;125791;238;3
634698378796960931;Black;150;165;133336;252;2
634698380270695519;Black;150;165;122460;234;1
