634697410802058373;Black;147;212;155767;296;5
634697412689193688;Black;147;212;173293;334;0
634697415147602006;Color;147;212;182701;352;0
634697417981502983;Color;147;212;178693;345;0
634697421538621231;MaskOnColor;147;212;159684;303;3
634697423834321263;MaskOnColor;147;212;157124;298;3
634697426883658619;AvgHighDepthColumns;147;212;158112;300;2
634697429465931154;AvgHighDepthColumns;147;212;148422;284;1
